date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,state,zipcode,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed?,complaint_id
01/02/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"On XXXX XXXX, XXXX I was evicted from my apartment at XXXX XXXX XXXX, XXXX, IL XXXX under Management of XXXX. I was given until XXXX/XXXX/XXXX to move out, and a judgement-XXXX was entered against me for {$1000.00}, which included attorney fees, and court cost. A sheriff notice was placed on my door on XXXX to move within 48 hrs before any sheriff came out I had moved out. On XXXX XXXX, XXXX, after finding another place I sent the landlord a notice regarding my deposit and when it will be refunded because it 's been over 45 days since the judgment. Instead XXXX XXXX XXXX, XXXX XXXX sent me ANOTHER bill-account XXXX which is separate from the judgment and is for rent for XXXX and XXXX, and some other charges that took my deposit. It totaled {$1600.00}. I disputed the bill on XXXX/XXXX/XXXX with XXXX XXXX XXXX, sending a certified letter to XXXX XXXX XXXX, XXXX XXXX, and their attorney and neither parties responded. Instead they sent the amount to the collection agency XXXX on XXXX/XXXX/XXXX. The collection notice did n't even give me a 30 day notice to dispute. Instead in a notice dated XXXX/XXXX/XXXX. They told me that they were reporting it to the credit bureau. I do not owe {$1600.00} this amount includes rent XXXX, XXXX and XXXX, XXXX that I was not made responsible to pay per court order, because I was evicted, and questionable charges that took my deposit of {$350.00} and the collection agency is not honoring the disputed letter sent to their client, XXXX XXXX XXXX, XXXX, nor did they send me a letter stating that I had 30 days to dispute the collection. I believe they have sent this to my credit report, I have n't received a copy of the credit reports yet. Please see documents. 
",Company chooses not to provide a public response,"FAIR COLLECTIONS & OUTSOURCING, INC.",IL,622XX,Servicemember,Consent provided,Web,01/28/2016,Closed with explanation,Yes,No,1724945
01/27/2016,Credit card,,Closing/Cancelling account,,"I have a XXXX credit card issued by TD Bank with a credit line of XXXX dollars and a current balance of about XXXX. I never have a late payment on this card or in any account. My credit score is XXXX mostly because is not not old, only 7 years. I just received a notification for TD Bank informing that because they are ending the credit card relationship with XXXX, my account will be close. How much that will be impacting my credit score specially now that I 'm about to apply for a mortgage. I have been fulfilled my obligation but apparently that means nothing for them. 
",,TD Bank US Holding Company,LA,705XX,,Consent provided,Web,01/29/2016,Closed with explanation,Yes,No,1761041
02/03/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Selene Finance,IN,46517,,,Phone,02/03/2016,Closed with explanation,Yes,No,1772177
02/12/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,CA,95030,,Consent not provided,Web,02/12/2016,Closed with explanation,Yes,No,1785199
03/30/2016,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Citibank,CA,91343,,,Phone,03/30/2016,In progress,Yes,No,1857730
02/09/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,CA,95123,,Consent not provided,Web,02/11/2016,Closed with explanation,Yes,No,1779219
02/11/2016,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,"Pinnacle Recovery, Inc.",NC,28305,,,Referral,02/12/2016,Closed with explanation,Yes,No,1784083
01/08/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,Company chooses not to provide a public response,Citibank,PA,18301,,,Referral,01/11/2016,Closed with explanation,Yes,No,1733365
02/06/2016,Debt collection,Non-federal student loan,Disclosure verification of debt,Right to dispute notice not received,,Company believes it acted appropriately as authorized by contract or law,"Capital Management Services, LP",NJ,08805,,Consent not provided,Web,02/06/2016,Closed with explanation,Yes,No,1776365
02/02/2016,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,"Portfolio Recovery Associates, Inc.",GA,30034,"Older American, Servicemember",Consent not provided,Web,02/02/2016,Closed with explanation,Yes,No,1769676
02/10/2016,Credit reporting,,Incorrect information on credit report,Account status,,Company chooses not to provide a public response,Experian,IN,47403,,Consent not provided,Web,02/10/2016,Closed with non-monetary relief,Yes,No,1782170
02/17/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,CA,90062,,Consent not provided,Web,02/17/2016,Closed with explanation,Yes,No,1791030
01/12/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,Company chooses not to provide a public response,Bank of America,FL,33261,,,Referral,02/03/2016,Closed,Yes,No,1739351
02/11/2016,Consumer Loan,Vehicle loan,Shopping for a loan or lease,,"They will not refinance my auto loan, but will refinance anyone who comes in from an outside company. This is discrimination and the company being greedy over money basically saying they will not help their own customers. And they would not lower it during the buying stage of the process either even though I doubled my down payment. 
",,Santander Consumer USA Holdings Inc,NJ,087XX,,Consent provided,Web,02/11/2016,Closed with explanation,Yes,No,1783413
02/11/2016,Bank account or service,Checking account,Problems caused by my funds being low,,,Company believes it acted appropriately as authorized by contract or law,"Prosperity Bancshares, Inc",TX,77375,,,Referral,02/16/2016,Closed with explanation,Yes,No,1784540
10/08/2015,Mortgage,Other mortgage,Other,,,,"Seterus, Inc.",NY,10927,,,Referral,10/13/2015,Closed with explanation,Yes,No,1598475
03/23/2016,Mortgage,Other mortgage,Other,,,,"Seterus, Inc.",NY,10927,,,Referral,03/25/2016,In progress,Yes,No,1845519
10/07/2015,Mortgage,Other mortgage,Other,,,,"Seterus, Inc.",NY,10927,,,Postal mail,10/09/2015,Closed with explanation,Yes,No,1597380
04/14/2016,Payday loan,Payday loan,Received a loan I didn't apply for,Received a loan I didn't apply for,,Company disputes the facts presented in the complaint,"First Direct Lending, LLC",IL,60189,,,Referral,04/18/2016,Closed with explanation,Yes,No,1880222
03/23/2016,Bank account or service,Checking account,"Account opening, closing, or management",,,,"Citizens Financial Group, Inc.",CA,91506,,,Phone,03/23/2016,In progress,Yes,No,1846567
02/22/2016,Mortgage,Other mortgage,Other,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,FL,33177,,,Postal mail,02/25/2016,Closed with explanation,Yes,Yes,1798460
02/03/2016,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,"CarMax, Inc.",VA,22602,,Consent not provided,Web,02/03/2016,Closed with non-monetary relief,Yes,No,1771018
02/05/2016,Credit reporting,,Incorrect information on credit report,Account status,,Company chooses not to provide a public response,Experian,SC,29033,,,Phone,02/05/2016,Closed with explanation,Yes,No,1775064
01/30/2016,Credit card,,Closing/Cancelling account,,,Company chooses not to provide a public response,Bank of America,NY,10022,Older American,Consent not provided,Web,01/30/2016,Closed with explanation,Yes,No,1765238
02/08/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,Company chooses not to provide a public response,Bank of America,KS,66215,Older American,,Phone,02/09/2016,Closed with explanation,Yes,No,1776861
02/11/2016,Credit reporting,,Incorrect information on credit report,Account status,"I paid a XXXX card in full but there was accumulated interest that was not on my statement. I was not made aware of that until after I had a 30 day late put on my credit report. I paid the balance in full soon as I found out about it. I contacted XXXX but they would not correct the situation. 
",Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",CA,953XX,,Consent provided,Web,02/11/2016,Closed with explanation,Yes,No,1784045
02/12/2016,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,GA,30338,,Consent not provided,Web,02/12/2016,Closed with explanation,Yes,No,1785137
02/03/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"I was seeking a modification on my mortgage about four ( 4 ) years ago with this mortgage service company. However they set me up on a payment plan that I am not able to maintain. They said that they would do a modification about 2 years ago, but have been stringing me along ever since. I am eighty ( XXXX ) years of age with my only income from S/S of $ XXXX monthly. My house note is {$1100.00}. I had been maintaining the payments with the help of my daughter until she recently became unable to assist me. I want to keep my home. 
",Company chooses not to provide a public response,Wells Fargo & Company,GA,300XX,Older American,Consent provided,Web,02/03/2016,Closed with explanation,Yes,No,1770747
02/02/2016,Debt collection,Payday loan,Taking/threatening an illegal action,Seized/Attempted to seize property,,,Speedy Cash Holdings,AL,36613,,Consent not provided,Web,02/11/2016,Closed with explanation,Yes,No,1768499
03/05/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,923XX,Older American,,Web,03/05/2016,Closed with explanation,Yes,No,1818279
03/01/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Professional Account Management, XXXX, WI, allegedly acting on behalf of the XXXX VA, is trying to collect an "" unpaid parking ticket '' in the amount of {$30.00}. The supposed date of the violation was XXXX/XXXX/XXXX. I have called XXXX and P.A.M and explained that on the date cited, I was at the Virginia XXXX XXXX, working XXXX. I have not been in XXXX since XXXX. Further, the citation states that the vehicle was a XXXX. I do not own a XXXX and have never owned a XXXX. Finally the P.A.M. notice states that {$40.00} dollars has been paid and the outstanding amount due is {$30.00}. I never paid anyone {$40.00} and I am not paying anyone {$30.00}. I explained all this to XXXX and P.A.M. in great detail in XXXX and advised them to check their records and find out who paid the original {$40.00}. I assumed it had been resolved, but I got another notice today. If this is a scam, I want them shut down. If this is shoddy record keeping on the part of XXXX and/or P.A.M, I want it stopped. P.A.M. threatens to destroy my credit. If that happens, I want my credit restored. 
",Company believes it acted appropriately as authorized by contract or law,"Duncan Solutions, lnc.",VA,231XX,"Older American, Servicemember",Consent provided,Web,03/03/2016,Closed with explanation,Yes,No,1811518
04/04/2016,Consumer Loan,Vehicle loan,Taking out the loan or lease,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Wells Fargo & Company,GA,30083,,,Phone,04/04/2016,Closed with explanation,Yes,No,1863399
04/15/2016,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Equifax,TX,77063,,,Fax,04/15/2016,Closed with explanation,Yes,No,1882266
03/30/2016,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,FL,34653,,,Postal mail,03/30/2016,In progress,Yes,No,1856985
